id,en,de,es,fr,phe,kcal,emoji
11908,"Corn, sweet, white, canned, vacuum pack, regular pack","Mais, süß, weiß, in Dosen, Vakuumverpackung, Normalverpackung","Maíz, dulce, blanco, enlatado, envasado al vacío, envase regular","Maïs, sucré, blanc, en conserve, sous vide, emballage régulier",0.112,79.0,🌽
11910,"Corn, sweet, white, frozen, kernels cut off cob, unprepared","Mais, süß, weiß, gefroren, Körner vom Maiskolben abgeschnitten, unvorbereitet","Maíz, dulce, blanco, congelado, con granos cortados en mazorca, sin preparar","Maïs, sucré, blanc, congelé, grains coupés en épi, non préparé",0.141,88.0,🌽
11903,"Corn, sweet, white, canned, whole kernel, regular pack, solids and liquids","Mais, süß, weiß, in Dosen, ganzer Mais, normale Packung, Feststoffe und Flüssigkeiten","Maíz, dulce, blanco, enlatado, grano entero, paquete regular, sólidos y líquidos","Maïs, sucré, blanc, en conserve, à grains entiers, en emballage régulier, solides et liquides",0.09,64.0,🌽
11900,"Corn, sweet, white, raw","Mais, süß, weiß, roh","Maíz, dulce, blanco, crudo","Maïs, sucré, blanc, cru",0.15,86.0,🌽
11902,"Corn, sweet, white, cooked, boiled, drained, with salt","Mais, süß, weiß, gekocht, gekocht, abgetropft, mit Salz","Maíz, dulce, blanco, cocido, hervido, escurrido, con sal","Maïs, sucré, blanc, cuit, bouilli, égoutté, avec du sel",0.155,97.0,🌽
11909,"Corn, sweet, white, canned, vacuum pack, no salt added","Mais, süß, weiß, in Dosen, vakuumverpackt, ohne Salzzusatz","Maíz, dulce, blanco, en lata, envasado al vacío, sin sal añadida","Maïs, sucré, blanc, en conserve, emballé sous vide, sans sel ajouté",0.112,79.0,🌽
11901,"Corn, sweet, white, cooked, boiled, drained, without salt","Mais, süß, weiß, gekocht, gekocht, abgetropft, ohne Salz","Maíz, dulce, blanco, cocido, hervido, escurrido, sin sal","Maïs, sucré, blanc, cuit, bouilli, égoutté, sans sel",0.155,97.0,🌽
11794,"Lambsquarters, cooked, boiled, drained, with salt","Lammviertel, gekocht, gekocht, abgetropft, mit Salz","Cuartos de cordero, cocidos, hervidos, escurridos y con sal","Chénopode d'agneau, cuit, bouilli, égoutté, avec du sel",0.126,32.0,🧂
11788,"Hyacinth-beans, immature seeds, cooked, boiled, drained, with salt","Hyazinthenbohnen, unreife Samen, gekocht, gekocht, abgetropft, mit Salz","Frijoles jacinto, semillas verdes, cocidos, hervidos, escurridos y con sal","Haricots jacinthes, graines immatures, cuites, bouillies, égouttées, avec du sel",0.065,50.0,🫘
11786,"Drumstick leaves, cooked, boiled, drained, with salt","Trommelstockblätter, gekocht, gekocht, abgetropft, mit Salz","Hojas de muslo, cocidas, hervidas, escurridas y con sal","Feuilles de pilon, cuites, bouillies, égouttées, avec du sel",0.273,60.0,🧂
11795,"Leeks, (bulb and lower leaf-portion), cooked, boiled, drained, with salt","Lauch (Knolle und unterer Blattteil), gekocht, gekocht, abgetropft, mit Salz","Puerros (bulbo y parte inferior de la hoja), cocidos, hervidos, escurridos y con sal","Poireaux (bulbe et partie inférieure de la feuille), cuits, bouillis, égouttés, avec du sel",0.03,31.0,🧂
11797,"Mushrooms, white, cooked, boiled, drained, with salt","Pilze, weiß, gekocht, gekocht, abgetropft, mit Salz","Champiñones, blancos, cocidos, hervidos, escurridos, con sal","Champignons blancs, cuits, bouillis, égouttés, avec du sel",0.06,28.0,🧂
11796,"Lotus root, cooked, boiled, drained, with salt","Lotuswurzel, gekocht, gekocht, abgetropft, mit Salz","Raíz de loto, cocida, hervida, escurrida y con sal","Racine de lotus, cuite, bouillie, égouttée, avec du sel",0.028,66.0,🧂
11777,"Cowpeas (blackeyes), immature seeds, cooked, boiled, drained, with salt","Kuherbsen (Schwarzaugen), unreife Samen, gekocht, gekocht, abgetropft, mit Salz","Caupí (ojos negros), semillas verdes, cocidos, hervidos, escurridos, con sal","Niébé (oeil noir), graines immatures, cuites, bouillies, égouttées, avec du sel",0.174,94.0,🧂
11768,"Collards, cooked, boiled, drained, with salt","Kohl, gekocht, gekocht, abgetropft, mit Salz","Coles, cocidas, hervidas, escurridas y con sal","Chou chou, cuit, bouilli, égoutté, avec du sel",0.075,33.0,🧂
11769,"Collards, frozen, chopped, cooked, boiled, drained, with salt","Kohl, gefroren, gehackt, gekocht, gekocht, abgetropft, mit Salz","Coles, congeladas, picadas, cocidas, hervidas, escurridas, con sal","Chou vert, congelé, haché, cuit, bouilli, égoutté, avec du sel",0.105,36.0,🧂
11778,"Cowpeas (blackeyes), immature seeds, frozen, cooked, boiled, drained, with salt","Kuherbsen (Schwarzaugen), unreife Samen, gefroren, gekocht, gekocht, abgetropft, mit Salz","Caupí (ojos negros), semillas verdes, congelados, cocidos, hervidos, escurridos, con sal","Niébé (oeil noir), graines immatures, congelées, cuites, bouillies, égouttées, avec du sel",0.466,131.0,🧂
11770,"Corn, sweet, yellow, cooked, boiled, drained, with salt","Mais, süß, gelb, gekocht, gekocht, abgetropft, mit Salz","Maíz, dulce, amarillo, cocido, hervido, escurrido, con sal","Maïs, sucré, jaune, cuit, bouilli, égoutté, avec du sel",0.155,96.0,🌽
11762,"Cauliflower, frozen, cooked, boiled, drained, with salt","Blumenkohl, gefroren, gekocht, gekocht, abgetropft, mit Salz","Coliflor, congelada, cocida, hervida, escurrida, con sal","Chou-fleur, congelé, cuit, bouilli, égoutté, avec du sel",0.058,17.0,🧂
11754,"Cabbage, chinese (pak-choi), cooked, boiled, drained, with salt","Kohl, chinesisch (Pak-Choi), gekocht, gekocht, abgetropft, mit Salz","Repollo, chino (pak-choi), cocido, hervido, escurrido y con sal","Chou chinois (pak-choi), cuit, bouilli, égoutté, avec du sel",0.046,12.0,🧂
11760,"Carrots, frozen, cooked, boiled, drained, with salt","Karotten, gefroren, gekocht, gekocht, abgetropft, mit Salz","Zanahorias, congeladas, cocidas, hervidas, escurridas, con sal","Carottes, congelées, cuites, bouillies, égouttées, salées",0.038,37.0,🥕
11753,"Cabbage, savoy, cooked, boiled, drained, with salt","Kohl, Wirsing, gekocht, gekocht, abgetropft, mit Salz","Repollo, col rizada, cocido, hervido, escurrido y con sal","Chou de Milan, cuit, bouilli, égoutté, avec du sel",0.058,24.0,🧂
11761,"Cauliflower, cooked, boiled, drained, with salt","Blumenkohl, gekocht, gekocht, abgetropft, mit Salz","Coliflor, cocida, hervida, escurrida y con sal","Chou-fleur, cuit, bouilli, égoutté, avec du sel",0.066,23.0,🧂
11759,"Carrots, canned, no salt added, drained solids","Karotten, aus der Dose, ohne Salzzusatz, abgetropfte Feststoffe","Zanahorias, en lata, sin sal agregada, sólidos escurridos","Carottes, en conserve, sans sel ajouté, solides égouttés",0.02,25.0,🥕
11744,"Broccoli, frozen, spears, cooked, boiled, drained, with salt","Brokkoli, gefroren, Stangen, gekocht, gekocht, abgetropft, mit Salz","Brócoli, congelado, en tiras, cocido, hervido, escurrido, con sal","Brocoli, congelé, pointes, cuit, bouilli, égoutté, avec du sel",0.094,28.0,🍐
11743,"Broccoli, frozen, chopped, cooked, boiled, drained, with salt","Brokkoli, gefroren, gehackt, gekocht, gekocht, abgetropft, mit Salz","Brócoli, congelado, picado, cocido, hervido, escurrido, con sal","Brocoli, congelé, haché, cuit, bouilli, égoutté, avec du sel",0.094,28.0,🥦
11752,"Cabbage, red, cooked, boiled, drained, with salt","Kohl, Rotkohl, gekocht, gekocht, abgetropft, mit Salz","Repollo, rojo, cocido, hervido, escurrido, con sal","Chou rouge, cuit, bouilli, égoutté, avec du sel",0.038,29.0,🧂
11745,"Brussels sprouts, cooked, boiled, drained, with salt","Rosenkohl, gekocht, gekocht, abgetropft, mit Salz","Coles de Bruselas, cocidas, hervidas, escurridas y con sal","Choux de Bruxelles, cuits, bouillis, égouttés, avec du sel",0.074,36.0,🧂
11751,"Cabbage, common, cooked, boiled, drained, with salt","Kohl, gewöhnlich, gekocht, gekocht, abgetropft, mit Salz","Repollo, común, cocido, hervido, escurrido, con sal","Chou, commun, cuit, bouilli, égoutté, avec du sel",0.032,23.0,🧂
11728,"Beans, snap, yellow, canned, no salt added, solids and liquids","Bohnen, Snap, gelb, aus der Dose, ohne Salzzusatz, Feststoffe und Flüssigkeiten","Frijoles, verdes, amarillos, en lata, sin sal añadida, sólidos y líquidos","Haricots mange-tout, jaunes, en conserve, sans sel ajouté, solides et liquides",0.029,15.0,🫘
11734,"Beets, cooked, boiled. drained, with salt","Rüben, gekocht, gekocht. abgetropft, mit Salz","Remolachas, cocidas, hervidas. escurrido, con sal","Betteraves, cuites, bouillies. égoutté, avec du sel",0.048,44.0,🧂
11742,"Broccoli, cooked, boiled, drained, with salt","Brokkoli, gekocht, gekocht, abgetropft, mit Salz","Brócoli, cocido, hervido, escurrido y con sal","Brocoli, cuit, bouilli, égoutté, avec du sel",0.116,35.0,🥦
11735,"Beets, canned, no salt added, solids and liquids","Rüben, in Dosen, ohne Salzzusatz, Feststoffe und Flüssigkeiten","Remolachas, enlatadas, sin sal añadida, sólidas y líquidas","Betteraves, en conserve, sans sel ajouté, solides et liquides",0.023,28.0,🧂
11729,"Beans, snap, green, canned, no salt added, drained solids","Bohnen, Bohnen, grün, aus der Dose, ohne Salzzusatz, abgetropfte Feststoffe","Frijoles, verdes, en lata, sin sal añadida, sólidos escurridos","Haricots mange-tout, verts, en conserve, sans sel ajouté, solides égouttés",0.041,22.0,🫘
11736,"Beet greens, cooked, boiled, drained, with salt","Rübengrün, gekocht, gekocht, abgetropft, mit Salz","Hojas de remolacha, cocidas, hervidas, escurridas y con sal","Feuilles de betterave cuites, bouillies, égouttées, avec du sel",0.068,27.0,🧂
11726,"Beans, snap, green, canned, no salt added, solids and liquids","Bohnen, Bohnen, grün, aus der Dose, ohne Salzzusatz, Feststoffe und Flüssigkeiten","Frijoles, verdes, enlatados, sin sal añadida, sólidos y líquidos","Haricots mange-tout, verts, en conserve, sans sel ajouté, solides et liquides",0.029,15.0,🫘
11712,"Bamboo shoots, cooked, boiled, drained, with salt","Bambussprossen, gekocht, gekocht, abgetropft, mit Salz","Brotes de bambú, cocidos, hervidos, escurridos y con sal","Pousses de bambou cuites, bouillies, égouttées, avec du sel",0.053,11.0,🧂
11717,"Lima beans, immature seeds, frozen, fordhook, cooked, boiled, drained, with salt","Limabohnen, unreife Samen, gefroren, gekocht, gekocht, abgetropft, mit Salz","Frijoles lima, semillas verdes, congelados, con anzuelo, cocidos, hervidos, escurridos, con sal","Haricots de Lima, graines immatures, congelés, croqués, cuits, bouillis, égouttés, avec du sel",0.299,103.0,🫘
11719,"Beans, navy, mature seeds, sprouted, cooked, boiled, drained, with salt","Bohnen, Marine, reife Samen, gekeimt, gekocht, gekocht, abgetropft, mit Salz","Frijoles, blancos, semillas maduras, germinados, cocidos, hervidos, escurridos, con sal","Haricots marinés, graines mûres, germées, cuites, bouillies, égouttées, avec du sel",0.357,78.0,🫘
11718,"Mung beans, mature seeds, sprouted, cooked, boiled, drained, with salt","Mungobohnen, reife Samen, gekeimt, gekocht, gekocht, abgetropft, mit Salz","Frijoles mungo, semillas maduras, germinadas, cocidas, hervidas, escurridas, con sal","Haricots mungo, graines mûres, germées, cuites, bouillies, égouttées, avec du sel",0.086,19.0,🫘
11727,"Beans, snap, yellow, canned, regular pack, solids and liquids","Bohnen, Bohnen, gelb, in Dosen, normale Packung, Feststoffe und Flüssigkeiten","Frijoles, verdes, amarillos, enlatados, en paquete regular, sólidos y líquidos","Haricots mange-tout, jaunes, en conserve, emballage régulier, solides et liquides",0.029,15.0,🫘
11709,"Asparagus, frozen, cooked, boiled, drained, with salt","Spargel, gefroren, gekocht, gekocht, abgetropft, mit Salz","Espárragos, congelados, cocidos, hervidos, escurridos, con sal","Asperges, congelées, cuites, bouillies, égouttées, avec du sel",0.07,18.0,🧂
11700,"Amaranth leaves, cooked, boiled, drained, with salt","Amaranthblätter, gekocht, gekocht, abgetropft, mit Salz","Hojas de amaranto, cocidas, hervidas, escurridas y con sal.","Feuilles d'amarante cuites, bouillies, égouttées, avec du sel",0.114,21.0,🧂
11521,"Taro leaves, cooked, steamed, without salt","Taroblätter, gekocht, gedämpft, ohne Salz","Hojas de taro, cocidas, al vapor, sin sal.","Feuilles de taro, cuites à la vapeur, sans sel",0.107,24.0,🍵
11512,"Sweet potato, canned, vacuum pack","Süßkartoffel, konserviert, vakuumverpackt","Batata, enlatada, envasada al vacío","Patate douce, en conserve, sous vide",0.094,91.0,🥔
11519,"Taro, cooked, without salt","Taro, gekocht, ohne Salz","Taro, cocido, sin sal","Taro, cuit, sans sel",0.028,142.0,🧂
11508,"Sweet potato, cooked, baked in skin, flesh, without salt","Süßkartoffel, gekocht, in der Schale gebacken, Fruchtfleisch, ohne Salz","Batata, cocida, horneada con piel, pulpa, sin sal","Patate douce, cuite, cuite dans la peau, la chair, sans sel",0.114,90.0,🥔
11510,"Sweet potato, cooked, boiled, without skin","Süßkartoffel, gekocht, gekocht, ohne Schale","Camote, cocido, hervido, sin piel","Patate douce, cuite, bouillie, sans peau",0.078,76.0,🥔
11520,"Taro leaves, raw","Taroblätter, roh","Hojas de taro, crudas","Feuilles de taro, crues",0.195,42.0,🍽️
11507,"Sweet potato, raw, unprepared (Includes foods for USDA's Food Distribution Program)","Süßkartoffel, roh, unzubereitet (einschließlich Lebensmittel für das Food Distribution Program des USDA)","Camote, crudo, sin preparar (Incluye alimentos para el Programa de Distribución de Alimentos del USDA)","Patate douce, crue, non préparée (comprend les aliments destinés au programme de distribution alimentaire de l'USDA)",0.089,86.0,🥔
11497,"Succotash, (corn and limas), canned, with cream style corn","Succotash (Mais und Limas), in Dosen, mit Maiscreme","Succotash, (maíz y limas), enlatado, con maíz estilo crema","Succotash, (maïs et lima), en conserve, avec du maïs à la crème",0.127,77.0,🌽
11499,"Succotash, (corn and limas), canned, with whole kernel corn, solids and liquids","Succotash (Mais und Limas), in Dosen, mit Vollkornmais, Feststoffen und Flüssigkeiten","Succotash, (maíz y limas), enlatado, con maíz en grano entero, sólidos y líquidos","Succotash (maïs et Limas), en conserve, avec maïs à grains entiers, solides et liquides",0.126,63.0,🌽
11502,"Succotash, (corn and limas), frozen, cooked, boiled, drained, without salt","Succotash (Mais und Limas), gefroren, gekocht, gekocht, abgetropft, ohne Salz","Succotash, (maíz y limas), congelado, cocido, hervido, escurrido, sin sal","Succotash, (maïs et Limas), congelé, cuit, bouilli, égoutté, sans sel",0.208,93.0,🌽
11501,"Succotash, (corn and limas), frozen, unprepared","Succotash (Mais und Limas), gefroren, unzubereitet","Succotash (maíz y lima), congelado, sin preparar","Succotash (maïs et Limas), congelé, non préparé",0.208,93.0,🌽
11496,"Succotash, (corn and limas), cooked, boiled, drained, without salt","Succotash (Mais und Limas), gekocht, gekocht, abgetropft, ohne Salz","Succotash, (maíz y limas), cocido, hervido, escurrido, sin sal","Succotash, (maïs et Limas), cuit, bouilli, égoutté, sans sel",0.245,115.0,🌽
11490,"Squash, winter, hubbard, baked, without salt","Kürbis, Winter, Hubbard, gebacken, ohne Salz","Calabaza de invierno, hubbard, horneada, sin sal","Courge, hiver, hubbard, cuite au four, sans sel",0.058,50.0,🧂
11482,"Squash, winter, acorn, raw","Kürbis, Winter, Eichel, roh","Calabaza de invierno, bellota, cruda","Courge, hiver, gland, crue",0.031,40.0,🌽
11481,"Squash, summer, zucchini, italian style, canned","Kürbis, Sommer, Zucchini, italienische Art, aus der Dose","Calabaza, verano, calabacín, estilo italiano, enlatado","Courge, été, courgette, à l'italienne, en conserve",0.036,29.0,🍽️
11489,"Squash, winter, hubbard, raw","Kürbis, Winter, Hubbard, roh","Calabaza, invierno, hubbard, cruda","Courge, hiver, Hubbard, crue",0.078,40.0,🍽️
11487,"Squash, winter, butternut, frozen, unprepared","Kürbis, Winterkürbis, Butternusskürbis, gefroren, unzubereitet","Calabaza, invierno, butternut, congelada, sin preparar","Courge, hiver, butternut, congelée, non préparée",0.069,57.0,🧈
11480,"Squash, summer, zucchini, includes skin, frozen, cooked, boiled, drained, without salt","Kürbis, Sommer, Zucchini, inklusive Schale, gefroren, gekocht, gekocht, abgetropft, ohne Salz","Calabaza, verano, calabacín, con piel, congelada, cocida, hervida, escurrida, sin sal","Courge d'été, courgette, avec peau, congelée, cuite, bouillie, égouttée, sans sel",0.04,17.0,🧂
11488,"Squash, winter, butternut, frozen, cooked, boiled, without salt","Kürbis, Winter, Butternut, gefroren, gekocht, gekocht, ohne Salz","Calabaza, de invierno, moscada, congelada, cocida, hervida, sin sal","Courge, hiver, butternut, surgelée, cuite, bouillie, sans sel",0.048,39.0,🧈
11474,"Squash, summer, crookneck and straightneck, frozen, cooked, boiled, drained, without salt","Kürbis, Sommerkürbis, Crookneck und Straightneck, gefroren, gekocht, gekocht, abgetropft, ohne Salz","Calabaza, verano, cuello torcido y cuello recto, congelada, cocida, hervida, escurrida, sin sal","Courges d'été, à col rond et à col droit, surgelées, cuites, bouillies, égouttées, sans sel",0.045,25.0,🧂
11479,"Squash, summer, zucchini, includes skin, frozen, unprepared","Kürbis, Sommer, Zucchini, inklusive Schale, gefroren, unvorbereitet","Calabaza, verano, calabacín, con piel, congelada, sin preparar","Courge d'été, courgette, avec peau, congelée, non préparée",0.041,17.0,🍽️
11468,"Squash, summer, crookneck and straightneck, cooked, boiled, drained, without salt","Kürbis, Sommerkürbis, Crookneck und Straightneck, gekocht, gekocht, abgetropft, ohne Salz","Calabaza, verano, cuello torcido y cuello recto, cocida, hervida, escurrida, sin sal","Courges d'été, à col rond et à col droit, cuites, bouillies, égouttées, sans sel",0.032,19.0,🧂
11471,"Squash, summer, crookneck and straightneck, canned, drained, solid, without salt","Kürbis, Sommerkürbis, Crookneck und Straightneck, aus der Dose, abgetropft, fest, ohne Salz","Calabaza, verano, cuello torcido y cuello recto, en lata, escurrida, entera, sin sal","Courges d'été, à col rond et à col droit, en conserve, égouttées, solides, sans sel",0.022,13.0,🧂
11473,"Squash, summer, crookneck and straightneck, frozen, unprepared","Kürbis, Sommerkürbis, Crookneck und Straightneck, gefroren, unvorbereitet","Calabazas de verano, de cuello torcido y de cuello recto, congeladas, sin preparar","Courges d'été, à col roulé et à col droit, congelées, non préparées",0.029,20.0,🍽️
11457,"Spinach, raw","Spinat, roh","Espinacas, crudas","Épinards, crus",0.129,23.0,🍽️
11467,"Squash, summer, crookneck and straightneck, raw","Kürbis, Sommer, Crookneck und Straightneck, roh","Calabaza, verano, cuello torcido y cuello recto, cruda","Courge, été, col roulé et col droit, crue",0.033,19.0,🍽️
11453,"Soybeans, mature seeds, sprouted, cooked, steamed","Sojabohnen, reife Samen, gekeimt, gekocht, gedämpft","Soja, semillas maduras, germinadas, cocidas, al vapor","Soja, graines mûres, germées, cuites, cuites à la vapeur",0.415,81.0,🫘
11447,"Sesbania flower, raw","Sesbania-Blume, roh","Flor de Sesbania, cruda","Fleur de Sesbania, crue",0.07,27.0,🍽️
11458,"Spinach, cooked, boiled, drained, without salt","Spinat, gekocht, gekocht, abgetropft, ohne Salz","Espinacas, cocidas, hervidas, escurridas, sin sal","Épinards, cuits, bouillis, égouttés, sans sel",0.134,23.0,🧂
11454,"Soybeans, mature seeds, sprouted, cooked, stir-fried","Sojabohnen, reife Samen, gekeimt, gekocht, gebraten","Soja, semillas maduras, germinadas, cocidas, salteadas","Soja, graines mûres, germées, cuites, sautées",0.641,125.0,🫘
11446,"Seaweed, laver, raw","Algen, Seetang, roh","Algas marinas, algas, crudas","Algues, laver, crues",0.273,35.0,🍽️
11431,"Radishes, oriental, cooked, boiled, drained, without salt","Radieschen, orientalisch, gekocht, gekocht, abgetropft, ohne Salz","Rábanos, orientales, cocidos, hervidos, escurridos, sin sal","Radis orientaux, cuits, bouillis, égouttés, sans sel",0.022,17.0,🧂
11445,"Seaweed, kelp, raw","Seetang, Seetang, roh","Algas marinas, algas marinas, crudas","Algues, varech, crues",0.043,43.0,🍽️
11432,"Radishes, oriental, dried","Radieschen, orientalisch, getrocknet","Rábanos, orientales, secos","Radis orientaux, séchés",0.262,271.0,🍽️
11430,"Radishes, oriental, raw","Radieschen, orientalisch, roh","Rábanos, orientales, crudos","Radis, orientaux, crus",0.02,18.0,🍽️
11424,"Pumpkin, canned, without salt","Kürbis, aus der Dose, ohne Salz","Calabaza, enlatada, sin sal.","Citrouille, en conserve, sans sel",0.035,34.0,🧂
11423,"Pumpkin, cooked, boiled, drained, without salt","Kürbis, gekocht, gekocht, abgetropft, ohne Salz","Calabaza, cocida, hervida, escurrida, sin sal","Citrouille, cuite, bouillie, égouttée, sans sel",0.023,20.0,🧂
11422,"Pumpkin, raw","Kürbis, roh","Calabaza, cruda","Citrouille, crue",0.032,26.0,🍽️
11419,"Pumpkin leaves, cooked, boiled, drained, without salt","Kürbisblätter, gekocht, gekocht, abgetropft, ohne Salz","Hojas de calabaza, cocidas, hervidas, escurridas, sin sal.","Feuilles de citrouille, cuites, bouillies, égouttées, sans sel",0.148,21.0,🧂
11411,"Potatoes, french fried, steak fries, salt added in processing, frozen, as purchased","Kartoffeln, Pommes frites, Steak-Pommes, Salz bei der Verarbeitung hinzugefügt, gefroren, wie gekauft","Patatas fritas, patatas fritas, sal añadida durante el procesamiento, congeladas, tal como se compraron","Pommes de terre, frites, steak frites, sel ajouté lors de la transformation, congelées, telles qu'achetées",0.093,130.0,🥔
11402,"Potatoes, french fried, all types, salt added in processing, frozen, unprepared","Kartoffeln, Pommes Frites, alle Sorten, bei der Verarbeitung mit Salz versetzt, gefroren, unzubereitet","Patatas, fritas, todos los tipos, sal añadida durante el procesamiento, congeladas, sin preparar","Pommes de terre, frites, tous types, sel ajouté lors de la transformation, congelées, non préparées",0.095,147.0,🥔
11413,Potato flour,Kartoffelmehl,Harina de patata,Farine de pomme de terre,0.316,357.0,🥔
11267,"Mushrooms, shiitake, stir-fried","Pilze, Shiitake, gebraten","Champiñones, shiitake, salteados","Champignons, shiitake, sautés",0.11,39.0,🍽️
11268,"Mushrooms, shiitake, dried","Pilze, Shiitake, getrocknet","Champiñones, shiitake, secos","Champignons, shiitake, séchés",0.486,296.0,🍽️
11269,"Mushrooms, shiitake, cooked, without salt","Pilze, Shiitake, gekocht, ohne Salz","Champiñones, shiitake, cocidos, sin sal","Champignons, shiitake, cuits, sans sel",0.067,56.0,🧂
11266,"Mushrooms, brown, italian, or crimini, raw","Pilze, braun, italienisch oder Crimini, roh","Champiñones, marrones, italianos o crimini, crudos","Champignons, bruns, italiens ou crimini, crus",0.097,22.0,🍽️
11255,"Lotus root, cooked, boiled, drained, without salt","Lotuswurzel, gekocht, gekocht, abgetropft, ohne Salz","Raíz de loto, cocida, hervida, escurrida, sin sal","Racine de lotus, cuite, bouillie, égouttée, sans sel",0.028,66.0,🧂
11250,"Lettuce, butterhead (includes boston and bibb types), raw","Kopfsalat, Kopfsalat (einschließlich Boston- und Bibb-Sorten), roh","Lechuga mantecosa (incluye tipos boston y bibb), cruda","Laitue pommée (y compris les types Boston et Bibb), crue",0.053,13.0,🥬
11249,"Lentils, sprouted, cooked, stir-fried, without salt","Linsen, gekeimt, gekocht, gebraten, ohne Salz","Lentejas, germinadas, cocidas, salteadas, sin sal","Lentilles germées, cuites, sautées, sans sel",0.434,101.0,🧂
11259,"Mountain yam, hawaii, cooked, steamed, without salt","Berg-Yam, Hawaii, gekocht, gedämpft, ohne Salz","Ñame de montaña, hawái, cocido, al vapor, sin sal","Igname de montagne, hawaii, cuite, à la vapeur, sans sel",0.08,82.0,🍵
11258,"Mountain yam, hawaii, raw","Berg-Yam, Hawaii, roh","Ñame de montaña, hawái, crudo","Igname de montagne, hawaï, crue",0.062,67.0,🍽️
11257,"Lettuce, red leaf, raw","Salat, rotes Blatt, roh","Lechuga, hoja roja, cruda","Laitue, feuille rouge, crue",0.067,13.0,🥬
11241,"Kohlrabi, raw","Kohlrabi, roh","Colinabo, crudo","Chou-rave, cru",0.039,27.0,🍽️
11233,"Kale, raw","Grünkohl, roh","col rizada, cruda","Chou frisé, cru",0.15,35.0,🥬
11247,"Leeks, (bulb and lower leaf-portion), cooked, boiled, drained, without salt","Lauch (Knolle und unterer Blattteil), gekocht, gekocht, abgetropft, ohne Salz","Puerros (bulbo y parte inferior de la hoja), cocidos, hervidos, escurridos, sin sal","Poireaux (bulbe et partie inférieure de la feuille), cuits, bouillis, égouttés, sans sel",0.03,31.0,🧂
11248,"Lentils, sprouted, raw","Linsen, gekeimt, roh","Lentejas, germinadas, crudas","Lentilles germées, crues",0.442,106.0,🍽️
11242,"Kohlrabi, cooked, boiled, drained, without salt","Kohlrabi, gekocht, gekocht, abgetropft, ohne Salz","Colinabo, cocido, hervido, escurrido, sin sal","Chou-rave, cuit, bouilli, égoutté, sans sel",0.041,29.0,🧂
11223,"Drumstick leaves, cooked, boiled, drained, without salt","Trommelstockblätter, gekocht, gekocht, abgetropft, ohne Salz","Hojas de muslo, cocidas, hervidas, escurridas, sin sal","Feuilles de pilon, cuites, bouillies, égouttées, sans sel",0.273,60.0,🧂
11222,"Drumstick leaves, raw","Trommelstockblätter, roh","Hojas de muslo, crudas","Feuilles de pilon, crues",0.487,64.0,🍽️
11231,"Jute, potherb, raw","Jute, Pherb, roh","Yute, hierbas, crudas","Jute, herbe potagère, brute",0.212,34.0,🍽️
11232,"Jute, potherb, cooked, boiled, drained, without salt","Jute, Potherb, gekocht, gekocht, abgetropft, ohne Salz","Yute, poterb, cocido, hervido, escurrido, sin sal","Jute, herbe potagère, cuite, bouillie, égouttée, sans sel",0.168,37.0,🧂
11205,"Cucumber, with peel, raw","Gurke, mit Schale, roh","Pepino, con cáscara, crudo","Concombre, avec la peau, cru",0.019,15.0,🥒
11214,"Escarole, cooked, boiled, drained, no salt added","Eskariol, gekocht, gekocht, abgetropft, ohne Salzzusatz","Escarola, cocida, hervida, escurrida, sin sal añadida","Scarole, cuite, bouillie, égouttée, sans sel ajouté",0.049,15.0,🧂
11212,"Edamame, frozen, prepared","Edamame, gefroren, zubereitet","Edamame, congelado, preparado","Edamame, congelé, préparé",0.488,121.0,🍽️
11213,"Endive, raw","Endivie, roh","Escarola, cruda","Endive, crue",0.053,17.0,🍽️
11211,"Edamame, frozen, unprepared","Edamame, gefroren, unvorbereitet","Edamame, congelado, sin preparar","Edamame, congelé, non préparé",0.46,109.0,🍽️
11196,"Cowpeas (blackeyes), immature seeds, frozen, cooked, boiled, drained, without salt","Kuherbsen (Schwarzaugen), unreife Samen, gefroren, gekocht, gekocht, abgetropft, ohne Salz","Caupí (ojos negros), semillas verdes, congelados, cocidos, hervidos, escurridos, sin sal","Niébé (oeil noir), graines immatures, congelées, cuites, bouillies, égouttées, sans sel",0.466,132.0,🧂
11195,"Cowpeas (blackeyes), immature seeds, frozen, unprepared","Kuherbsen (Schwarzaugen), unreife Samen, gefroren, unvorbereitet","Caupí (ojos negros), semillas inmaduras, congeladas, sin preparar","Niébé (yeux noirs), graines immatures, congelées, non préparées",0.493,139.0,🍽️
11192,"Cowpeas (blackeyes), immature seeds, cooked, boiled, drained, without salt","Kuherbsen (Schwarzaugen), unreife Samen, gekocht, gekocht, abgetropft, ohne Salz","Caupí (ojos negros), semillas verdes, cocidos, hervidos, escurridos, sin sal","Niébé (oeil noir), graines immatures, cuites, bouillies, égouttées, sans sel",0.174,97.0,🧂
11180,"Corn, sweet, yellow, frozen, kernels on cob, unprepared","Mais, süß, gelb, gefroren, Maiskörner am Kolben, unvorbereitet","Maíz, dulce, amarillo, congelado, granos en mazorca, sin preparar","Maïs, sucré, jaune, congelé, grains en épi, non préparé",0.152,98.0,🌽
